_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
1087,3795,Outram School,03-4861733,"","","",http://www.outram.school.nz,1 Beaumaris Street ,"",Outram,1 Beaumaris Street,"",Outram,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Momona,Area Outside Ward,"","",-45.861134,170.228273,No,436,2025-04-01T00:00:00,186,170,19,4,7,3,1,0,0.55,All students taught in English,No,No,Open,1860-01-26T00:00:00
1088,380,St Hildas Collegiate,03-477 0989,03-4771222,"","",http://www.shcs.school.nz/,2 Cobden Street ,"",Dunedin,2 Cobden Street,"",Dunedin,"",Major urban area,Secondary (Year 7-15),"",State : Integrated,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Dunedin,Te Tai Tonga,"",Royal Terrace,Area Outside Ward,"","",-45.867322,170.503674,No,390,2025-04-01T00:00:00,467,418,58,8,37,3,4,16,0.04,All students taught in English,No,No,Open,1896-02-01T00:00:00
1089,3820,St Brigids School (Tainui),03-454 3477,03-4543477,"","",http://www.stbrigidsdn.school.nz,57 Bayfield Road ,Andersons Bay,Dunedin,57 Bayfield Road,"",Dunedin,"",Major urban area,Contributing,"",State : Integrated,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Andersons Bay,Area Outside Ward,"","",-45.898059,170.527675,No,396,2025-04-01T00:00:00,58,30,0,9,23,1,0,0,0.11,All students taught in English,No,No,Open,1939-02-01T00:00:00
1090,3822,St Francis Xavier School (Mornington),03-4534446,03-4534443,"","",http://www.stfrancisxavier.school.nz,27 Benhar Street ,Mornington,Dunedin,27 Benhar Street,"",Dunedin,"",Major urban area,Contributing,"",State : Integrated,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Dunedin,Te Tai Tonga,"",Maryhill,Area Outside Ward,"","",-45.888904,170.476152,No,390,2025-04-01T00:00:00,95,66,7,1,28,2,1,0,0.10,All students taught in English,No,No,Open,1919-02-01T00:00:00
1091,3834,St Peter Chanel School (Green Island),03-4881519,03-4881517,"","",http://www.stpeterchanel.school.nz,Main Road ,Green Island,Dunedin,Main Road,"",Dunedin,"",Major urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Green Island,Area Outside Ward,"","",-45.903518,170.425204,No,426,2025-04-01T00:00:00,46,33,7,6,9,3,0,0,0.20,All students taught in English,No,No,Open,1955-01-26T00:00:00
1092,3839,Tahuna Normal Intermediate,03-455 3994,03-4556690,"","",http://www.tahuna.school.nz,31 Auld Street ,Musselburgh,Dunedin,31 Auld Street,"",Dunedin,"",Major urban area,Intermediate,"",State,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",St Kilda North,Area Outside Ward,"","",-45.903952,170.517529,No,439,2025-04-01T00:00:00,515,427,100,37,39,18,7,0,0.12,All students taught in English,No,No,Open,1961-01-26T00:00:00
1093,3843,Tarras School,03-4452817,03-4452819,"","",http://www.tarras.school.nz,2812 Tarras-Cromwell Road ,"",Tarras,2812 Tarras-Cromwell Road,"",Tarras,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Central Otago District,Otago Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,"",Lindis-Nevis Valleys,Cromwell Ward,"","",-44.837524,169.412277,No,444,2025-04-01T00:00:00,22,22,0,0,0,0,1,0,3.29,All students taught in English,No,No,Open,1885-09-14T00:00:00
1094,3852,Waikouaiti School,03-4657225,03-4657232,"","",http://www.waikouaiti.school.nz,6 Malloch Street ,"",Waikouaiti,6 Malloch Street,"",Waikouaiti,"",Small urban area,Contributing,"",State,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Dunedin,Te Tai Tonga,"",Waikouaiti,Area Outside Ward,"","",-45.596272,170.673457,No,436,2025-04-01T00:00:00,87,74,24,4,7,2,2,0,0.83,All students taught in English,No,No,Open,1860-01-26T00:00:00
1095,393,South Otago High School,03-4180517,03-4180516,"","",http://www.sohs.school.nz,Frances Street ,Rosebank,Balclutha,Frances Street,"",Balclutha,"",Small urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Clutha District,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Balclutha South,Balclutha Ward,"","",-46.246237,169.728524,No,473,2025-04-01T00:00:00,536,391,85,44,48,20,2,5,1.57,All students taught in English,No,No,Open,1926-02-08T00:00:00
1096,3935,Hillside Primary School,03-2364090,03-2364090,"","","",24 McCaughan Street ,"",Browns,24 McCaughan Street,"",Browns,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Southland District,Southland Region,Invercargill Office,"Otago, Southland",Southland,Te Tai Tonga,"",Hedgehope,Oreti Ward,"","",-46.149181,168.422707,No,450,2025-04-01T00:00:00,19,10,2,0,8,0,0,0,1.33,All students taught in English,No,No,Open,1914-01-26T00:00:00
1097,3961,Halfmoon Bay School,03-2191179,"","","","",Ayr Street ,Half Moon Bay,Stewart Island,Ayr Street,"",Stewart Island,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Southland District,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,"",Stewart Island,Stewart Island/Rakiura Ward,"","",-46.899076,168.128157,No,443,2025-04-01T00:00:00,42,42,17,0,0,2,0,0,5.52,All students taught in English,No,No,Open,1874-08-01T00:00:00
1098,398,Takitimu Primary School,03-2257725,03-2257847,"","",https://www.takitimu.school.nz,15 Evan Street ,"",Nightcaps,15 Evan Street,"",Nightcaps,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Southland District,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,"",Ōhai-Nightcaps,Waiau Aparima Ward,"","",-45.974801,168.032578,No,463,2025-04-01T00:00:00,103,62,40,5,18,1,2,0,1.97,All students taught in English,No,No,Open,1996-01-01T00:00:00
1099,3982,Makarewa School,03-2358556,03-2358561,"","",http://www.makarewa.school.nz,56 Flora Road ,Makarewa,Invercargill,56 Flora Road,"",Invercargill,"",Rural other,Contributing,"",State,Donations may be requested,"","","",Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,"",West Plains-Makarewa,Area Outside Ward,"","",-46.329975,168.348432,No,436,2025-04-01T00:00:00,154,141,41,5,4,2,0,0,0.95,All students taught in English,No,No,Open,1885-01-30T00:00:00
1100,3984,Mararoa School,03-2495816,03-2495815,"","",http://www.mararoa.school.nz,State Highway 94 ,"",Te Anau,State Highway 94,"",Te Anau,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Southland District,Southland Region,Invercargill Office,"Otago, Southland",Southland,Te Tai Tonga,"",Mararoa,Mararoa Waimea Ward,"","",-45.544994,167.894436,No,421,2025-04-01T00:00:00,32,28,7,1,2,0,0,0,2.93,All students taught in English,No,No,Open,1858-11-17T00:00:00
1101,399,Central Southland College,03-2367646,03-2367645,"","",http://www.csc.school.nz/,174 MacKenzie Street ,"",Winton,174 MacKenzie Street,"",Winton,"",Small urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Southland District,Southland Region,Invercargill Office,"Otago, Southland",Southland,Te Tai Tonga,"",Winton,Oreti Ward,"","",-46.137197,168.320121,No,461,2025-04-01T00:00:00,683,497,133,11,117,17,6,15,1.32,All students taught in English,No,No,Open,1965-02-01T00:00:00
1102,368,The Cathedral Grammar School,03-3650385,03-3650384,"","",http://www.cathedralgrammar.school.nz,2 Chester Street West ,"",Christchurch,2 Chester Street West,"",Christchurch,"",Major urban area,Full Primary,"",Private : Fully Registered,Not applicable,"","","",Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch Central,Te Tai Tonga,"",Christchurch Central-West,Central Ward,"","",-43.528058,172.628555,No,not applicable,2025-04-01T00:00:00,232,129,7,2,106,3,0,4,not applicable,All students taught in English,No,No,Open,1858-11-17T00:00:00
1103,3688,Queenstown Grammar School (Proposed),027-340 3900,"","","",http://www.queenstown-grammar.school.nz,1 Coronet Peak Station Road ,"",Queenstown,1 Coronet Peak Station Road,"",Queenstown,"",Rural other,Full Primary,"",Private : Provisionally Registered,Not applicable,"","","",Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,"",Wakatipu Basin,Arrowtown-Kawarau Ward,"","",-44.953318,168.744581,No,not applicable,,,,,,,,,,not applicable,All students taught in English,No,No,Proposed,
1104,3691,Mangawhai Hills College,"","","","",https://www.mangawhaihills.school.nz,106 Tara Road ,"",Mangawhai,106 Tara Road,"",Mangawhai,"",Rural other,Composite,"",Private : Provisionally Registered,Not applicable,"","","",Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Mangawhai Rural,Kaiwaka-Mangawhai General Ward,"","",-36.123774,174.557554,No,not applicable,2025-04-01T00:00:00,12,12,1,0,0,0,0,0,not applicable,All students taught in English,No,No,Open,2025-02-10T00:00:00
1105,3701,Alexandra Primary School,03-4488340,03-4488340,"","",http://www.alexprim.school.nz,2 Ventry Street ,"",Alexandra,2 Ventry Street,"",Alexandra,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Central Otago District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,"",Alexandra South,Vincent Ward,"","",-45.255325,169.389801,No,446,2025-04-01T00:00:00,203,177,25,6,7,9,0,0,2.43,All students taught in English,No,No,Open,1864-10-01T00:00:00
1106,3716,Bradford School,03-4536254,"","","",http://www.bradford.school.nz,42A Bradford Street ,Bradford,Dunedin,42A Bradford Street,"",Dunedin,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Dunedin,Te Tai Tonga,"",Kaikorai-Bradford,Area Outside Ward,"","",-45.876146,170.467373,No,476,2025-04-01T00:00:00,95,71,18,10,13,2,0,0,0.12,All students taught in English,No,No,Open,1953-01-01T00:00:00
1107,372,Dunstan High School,03-4488595,03-4488567,"","",http://www.dunstan.school.nz,Enterprise Street ,"",Alexandra,Enterprise Street,"",Alexandra,"",Small urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Central Otago District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,"",Alexandra North,Vincent Ward,"","",-45.245876,169.386879,No,445,2025-04-01T00:00:00,595,527,118,21,32,9,6,3,2.46,All students taught in English,No,No,Open,1962-02-06T00:00:00
1108,3754,Kaitangata School,03-4139783,03-4139781,"","","",108 Salcombe Street ,"",Kaitangata,108 Salcombe Street,"",Kaitangata,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Clutha District,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Kaitangata-Matau,Kaitangata-Matau Ward,"","",-46.280569,169.852561,No,497,2025-04-01T00:00:00,96,55,19,1,4,3,0,0,1.64,All students taught in English,No,No,Open,1866-01-26T00:00:00
1109,3764,Macraes Moonlight School,03-4652420,03-4652133,"","",https://macraes.nz/community/macraes-school/,6 Hyde Street ,Macraes Flat,Palmerston,6 Hyde Street,"",Palmerston,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Waitaki District,Otago Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,"",Waihemo,Waihemo Ward,"","",-45.381023,170.428336,No,451,2025-04-01T00:00:00,14,13,3,1,0,0,0,0,1.78,All students taught in English,No,No,Open,1868-01-26T00:00:00
1110,3767,Makarora Primary School,027-4438342,"","","",http://www.makarora.school.nz/,31 Rata Road ,Makarora,Wanaka,31 Rata Road,"",Wanaka,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,"",Outer Wānaka,Wānaka-Upper Clutha Ward,"","",-44.234013,169.233666,No,390,2025-04-01T00:00:00,10,9,1,0,1,1,1,0,4.42,All students taught in English,No,No,Open,1895-01-26T00:00:00
1111,3772,Milton School,03-4178720,03-4178743,"","",http://www.milton.school.nz,Coronation Court ,"",Milton,Coronation Court,"",Milton,"",Small urban area,Contributing,"",State,Donations may be requested,"","","",Clutha District,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Milton,Bruce Ward,"","",-46.113826,169.962047,No,491,2025-04-01T00:00:00,95,74,24,1,0,2,1,0,1.11,All students taught in English,No,No,Open,1966-01-26T00:00:00
1112,3779,Musselburgh School,03-4554586,03-4554566,"","",http://www.musselburgh.school.nz,34 Marlow Street ,Musselburgh,Dunedin,34 Marlow Street,"",Dunedin,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",St Kilda North,Area Outside Ward,"","",-45.903489,170.514738,No,503,2025-04-01T00:00:00,142,83,43,23,23,1,0,0,0.11,All students taught in English,No,No,Open,1905-08-14T00:00:00
1113,3789,Omarama School,03-4389815,03-4389459,"","",http://www.omarama.school.nz,State Highway 8 ,"",Omarama,State Highway 8,"",Omarama,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Waitaki District,Canterbury Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,"",Aviemore,Ahuriri Ward,"","",-44.489050,169.962015,No,440,2025-04-01T00:00:00,31,31,1,0,0,0,0,0,3.06,All students taught in English,No,No,Open,1858-11-17T00:00:00
1114,38,Westlake Girls' High School,09-4894169,09-4861860,"","",http://www.westlakegirls.school.nz,2 Wairau Road ,Takapuna,Auckland,2 Wairau Road,"",Auckland,"",Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,"",Takapuna West,North Shore Ward,"","",-36.782458,174.752309,No,402,2025-04-01T00:00:00,2326,1242,229,152,1013,124,47,137,0.03,All students taught in English,No,No,Open,1957-01-26T00:00:00
1115,3811,Romahapa School,03-4128849,"","","",https://sites.google.com/romahapa.school.nz/romahapa-school/welcome,School Road ,"",Balclutha,School Road,"",Balclutha,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Clutha District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,"",Catlins,Catlins Ward,"","",-46.345610,169.709372,No,436,2025-04-01T00:00:00,55,51,5,5,2,2,0,0,1.81,All students taught in English,No,No,Open,1858-11-17T00:00:00
1116,3816,Sara Cohen School,03-4558347,"","","",http://www.saracohen.school.nz/,44 Rutherford Street ,Caversham,Dunedin,44 Rutherford Street,"",Dunedin,"",Major urban area,Specialist School,Day Specialist,State,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Caversham,Area Outside Ward,"","",-45.898837,170.482778,No,498,2025-04-01T00:00:00,65,54,13,3,4,2,1,0,0.11,All students taught in English,No,No,Open,1926-01-26T00:00:00
1117,3823,St Gerard's School (Alexandra),03-4488339,03-4486410,"","",http://www.stgerards.school.nz,2 Station Street ,"",Alexandra,2 Station Street,"",Alexandra,"",Small urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Central Otago District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,"",Alexandra North,Vincent Ward,"","",-45.249273,169.396538,No,421,2025-04-01T00:00:00,157,132,17,6,23,2,2,0,2.45,All students taught in English,No,No,Open,1912-02-05T00:00:00
1118,3824,St John's School (Ranfurly),03-4449514,03-4449514,"","",https://www.sjr.school.nz/,6 Stuart Road ,"",Ranfurly,6 Stuart Road,"",Ranfurly,"",Rural settlement,Full Primary,"",State : Integrated,Donations may be requested,"","","",Central Otago District,Otago Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,"",Maniototo,Maniototo Ward,"","",-45.134172,170.096601,No,391,2025-04-01T00:00:00,67,49,5,0,15,0,1,0,2.29,All students taught in English,No,No,Open,1945-02-06T00:00:00
1119,383,Kings High School (Dunedin),03-4557547,03-4556688,"","",http://www.kingshigh.school.nz,270 Bay View Road ,"",Dunedin,270 Bay View Road,"",Dunedin,"",Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Dunedin City,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Forbury,Area Outside Ward,"","",-45.902928,170.494239,No,455,2025-04-01T00:00:00,872,620,177,85,98,38,3,19,0.12,All students taught in English,No,No,Open,1936-02-03T00:00:00
1120,3845,Tokoiti School,03-4178756,"","","",http://www.tokoiti.school.nz,2 Leman Street ,Tokoiti,Milton,2 Leman Street,"",Milton,"",Small urban area,Contributing,"",State,Donations may be requested,"","","",Clutha District,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Milton,Bruce Ward,"","",-46.131623,169.971265,No,527,2025-04-01T00:00:00,30,20,5,2,1,0,0,0,1.14,All students taught in English,No,No,Open,1876-01-26T00:00:00
1121,3851,Waikoikoi School,03-2076860,03-2076860,"","",http://www.waikoikoi.school.nz,22 Koi Flat Road ,"",Waikoikoi,22 Koi Flat Road,"",Waikoikoi,"",Rural other,Contributing,"",State,Donations may be requested,"","","",Clutha District,Otago Region,Dunedin Office,"Otago, Southland",Southland,Te Tai Tonga,"",West Otago,West Otago Ward,"","",-46.007622,169.153397,No,478,2025-04-01T00:00:00,9,8,2,0,0,0,1,0,1.52,All students taught in English,No,No,Open,1880-03-11T00:00:00
1122,787,Auckland Montessori College,09-3919200,"","","",https://www.amc.school.nz,18 Pilkington Road ,Panmure,Auckland,18 Pilkington Road,"",Auckland,"",Major urban area,Secondary (Year 7-15),"",Private : Fully Registered,Not applicable,"","","",Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Panmure-Ōtāhuhu,Tāmaki Makaurau,"",Panmure West,Maungakiekie-Tāmaki Ward,"","",-36.898538,174.853850,No,not applicable,2025-04-01T00:00:00,37,27,4,2,4,2,2,0,not applicable,All students taught in English,No,No,Open,2017-03-01T00:00:00
1123,6113,Papakura Activity Centre,09-2996417,09-2997190,"","","",59 Wood Street ,"",Papakura,59 Wood Street,"",Papakura,"",Major urban area,Activity Centre,"",State,Donations may be requested,"","","",Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,"",Papakura Central,Manurewa-Papakura Ward,"","",-37.065541,174.945539,No,569,,,,,,,,,,0.39,All students taught in English,No,No,Open,1858-11-17T00:00:00
1124,618,Sancta Maria Catholic Primary School,09-2715249,09-2728675,"","",http://www.sanctamariaprimary.school.nz/1/pages/3-welcome,317 Te Irirangi Drive ,Flat Bush,Manukau,317 Te Irirangi Drive,"",Manukau,"",Major urban area,Contributing,"",State : Integrated,Donations may be requested,"","","",Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,"",Ormiston North,Howick Ward,"","",-36.959994,174.903914,No,368,2025-04-01T00:00:00,360,33,9,68,260,27,1,0,0.16,All students taught in English,No,No,Open,2009-01-01T00:00:00
1125,854,Vanguard Military School,09-4432969,"","","",http://www.vanguard.school.nz,8 Rothwell Avenue ,Rosedale,Auckland,8 Rothwell Avenue,"",Auckland,"",Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Upper Harbour Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,"",North Harbour,Albany Ward,"","",-36.751681,174.698673,No,494,2025-04-01T00:00:00,182,125,51,28,14,6,0,0,0.17,All students taught in English,No,No,Open,2019-01-01T00:00:00
1126,962,Te Rau Horopito (Proposed),"","","","","","","","","","","","","",Full Primary,"",State,Donations may be requested,"","","","","",Christchurch Office,"Canterbury, Chatham Islands","","","","","","","",,,No,not calculated,,,,,,,,,,not calculated,All students taught in English,No,No,Proposed,
1127,97,Sir Edmund Hillary Collegiate Senior School,09-2745782 Ext 405,09-2746972,"","",http://www.sehc.school.nz,2 Franklyne Road ,Otara,Auckland,2 Franklyne Road,"",Auckland,"",Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,"",Ōtara Central,Manukau Ward,"","",-36.951275,174.875530,No,526,2025-04-01T00:00:00,665,16,105,594,13,3,0,0,0.11,All students taught in English,No,No,Open,1966-01-26T00:00:00
1128,2643,Patutahi School,06-8627628,06-8627628,"","","",29 Atkins Street ,Patutahi,Gisborne,29 Atkins Street,"",Gisborne,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Gisborne District,Gisborne Region,Napier Office,"Hawke's Bay, Tairāwhiti",East Coast,Ikaroa-Rāwhiti,"",Te Arai,Tairāwhiti General Ward,"","",-38.625850,177.888196,No,527,2025-04-01T00:00:00,68,2,67,1,0,0,0,0,1.03,Some students taught in te reo Māori,No,No,Open,1878-01-26T00:00:00
1129,2648,Port Ahuriri School,06-8357988,06-8359197,"","",http://www.portahuriri.school.nz,15 Lever Street ,Ahuriri,Napier,15 Lever Street,"",Napier,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Ahuriri,Ahuriri Ward,"","",-39.485684,176.898400,No,424,2025-04-01T00:00:00,219,176,60,7,22,3,0,2,0.08,All students taught in English,No,No,Open,1866-11-30T00:00:00
1130,2654,Puketapu School (Hawkes Bay),06-8447837,06-8443923,"","",http://www.puketapuhb.school.nz,708 Puketapu Road ,Puketapu,Napier,708 Puketapu Road,"",Napier,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Puketapu-Eskdale,Mohaka General Ward,"","",-39.506323,176.791194,No,422,2025-04-01T00:00:00,246,208,57,6,5,2,1,0,0.34,All students taught in English,No,No,Open,1864-01-26T00:00:00
1131,2659,TKKM o Tapere-Nui-A-Whatonga,06-8643850,06-8643046,"","",http://www.whatonga.school.nz,524 Rangitukia Road ,"",Gisborne,524 Rangitukia Road,"",Gisborne,"",Rural other,Full Primary,"",State,Donations may be requested,"",Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,"",Gisborne District,Gisborne Region,Napier Office,"Hawke's Bay, Tairāwhiti",East Coast,Ikaroa-Rāwhiti,"",East Cape,Tairāwhiti General Ward,"","",-37.772241,178.459778,No,532,2025-04-01T00:00:00,23,4,22,0,0,0,0,0,3.61,All students taught in te reo Māori,No,No,Open,1937-01-26T00:00:00
1132,2669,Ruahine School,06-3749200,06-3749080,"","",http://www.ruahine.school.nz,333 Maharahara Road ,"",Dannevirke,333 Maharahara Road,"",Dannevirke,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,"",Papatawa,North Tararua General Ward,"","",-40.234090,176.003221,No,450,2025-04-01T00:00:00,167,136,38,2,6,2,0,0,0.84,All students taught in English,No,No,Open,1952-01-26T00:00:00
1133,2673,Sherwood School (Hawkes Bay),06-8556878,"","","",http://www.sherwood.school.nz,358 Makaretu Road ,"",Takapau,358 Makaretu Road,"",Takapau,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Central Hawke's Bay District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,"",Makaretu,Aramoana-Ruahine Ward,"","",-39.941666,176.309437,No,461,2025-04-01T00:00:00,29,24,3,0,3,0,0,0,1.23,All students taught in English,No,No,Open,1963-02-07T00:00:00
1134,2679,St Joseph's School (Wairoa),06-8388306,06-8383803,"","",http://www.sjwairoa.school.nz,56 Queen Street ,"",Wairoa,56 Queen Street,"",Wairoa,"",Small urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Wairoa District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Wairoa,Wairoa General Ward,"","",-39.034809,177.420177,No,496,2025-04-01T00:00:00,92,38,63,8,8,2,0,0,2.02,All students taught in English,No,No,Open,1911-05-14T00:00:00
1135,268,Newlands College,04-4734136,04-4741339,"","",http://www.newlands.school.nz,68 Bracken Road ,Newlands,Wellington,68 Bracken Road,"",Wellington,"",Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,"",Paparangi,Takapū/Northern General Ward,"","",-41.218096,174.822760,No,410,2025-04-01T00:00:00,1261,655,150,93,525,64,34,50,0.29,All students taught in English,No,No,Open,1970-02-03T00:00:00
1136,2688,Taradale School,06-8442626,06-8446789,"","",http://www.taraprim.school.nz,10 Church Road ,Taradale,Napier,10 Church Road,"",Napier,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Taradale West,Taradale Ward,"","",-39.534894,176.843615,No,406,2025-04-01T00:00:00,397,294,50,0,72,24,1,0,0.26,All students taught in English,No,No,Open,1879-08-18T00:00:00
1137,2718,Waimarama School,06-8746834,06-8746534,"","",http://www.waimarama.school.nz,27 Taupunga Road ,Waimarama Beach,Havelock North,27 Taupunga Road,"",Havelock North,"",Rural other,Contributing,"",State,Donations may be requested,"","","",Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,"",Kahuranaki,Kahurānaki General Ward,"","",-39.803359,176.987166,No,495,2025-04-01T00:00:00,21,4,17,2,0,0,0,0,0.71,All students taught in English,No,No,Open,1906-03-01T00:00:00
1138,272,Wellington Girls' College,04-4725743,04-4736800,"","",http://www.wgc.school.nz,18 Pipitea Street ,Thorndon,Wellington,18 Pipitea Street,"",Wellington,"",Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,"",Thorndon South,Pukehīnau/Lambton General Ward,"","",-41.275422,174.780673,No,373,2025-04-01T00:00:00,1449,1050,141,74,395,56,39,84,0.05,All students taught in English,No,No,Open,1883-02-02T00:00:00
